dataset,pool_label,pool_size,query_id,ranker,n_candidates,n_scored,coverage_fraction,n_pairs,eligible_pairs,pairwise_eligibility_fraction,native_ties,tie_abstention_fraction_of_eligible,missing_abstention_fraction,vote_margin_threshold,nontied_eligible_pairs,retained_votes,vote_margin_abstention_fraction_of_nontied,final_retained_vote_fraction_of_all_pairs
scidocs,task1_larger,50,de8e80d409aaaa3244da4f2cb5b5bb053d453cee,minilm,50,31,0.62,1225,465,0.3795918367346939,0,0.0,0.6204081632653061,0.2669735147920446,465,216,0.535483870967742,0.1763265306122449
scidocs,task1_larger,50,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,bm25,50,38,0.76,1225,703,0.5738775510204082,0,0.0,0.42612244897959184,0.004057446256814376,703,697,0.008534850640113799,0.5689795918367347
scidocs,task1_larger,50,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,tfidf,50,40,0.8,1225,780,0.636734693877551,0,0.0,0.363265306122449,0.31006503110420053,780,302,0.6128205128205129,0.24653061224489795
scidocs,task1_larger,50,ae0fb9c6ebb8ce12610c477d2388447a13dc4694,minilm,50,19,0.38,1225,171,0.13959183673469389,0,0.0,0.8604081632653061,0.2669735147920446,171,98,0.4269005847953216,0.08
scidocs,task1_larger,50,648678f1edab0d2139958070744b826d2b24c79e,bm25,50,32,0.64,1225,496,0.4048979591836735,0,0.0,0.5951020408163266,0.004057446256814376,496,491,0.010080645161290322,0.4008163265306122
scidocs,task1_larger,50,648678f1edab0d2139958070744b826d2b24c79e,tfidf,50,34,0.68,1225,561,0.4579591836734694,0,0.0,0.5420408163265306,0.31006503110420053,561,124,0.7789661319073083,0.10122448979591837
scidocs,task1_larger,50,648678f1edab0d2139958070744b826d2b24c79e,minilm,50,22,0.44,1225,231,0.18857142857142858,0,0.0,0.8114285714285714,0.2669735147920446,231,104,0.5497835497835498,0.08489795918367347
scidocs,task1_larger,50,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,bm25,50,33,0.66,1225,528,0.4310204081632653,0,0.0,0.5689795918367347,0.004057446256814376,528,509,0.03598484848484849,0.41551020408163264
scidocs,task1_larger,50,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,tfidf,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.31006503110420053,595,139,0.7663865546218488,0.11346938775510204
scidocs,task1_larger,50,8a6080396fa7195c7c627bea4b2aeeb9ca39b5f8,minilm,50,19,0.38,1225,171,0.13959183673469389,0,0.0,0.8604081632653061,0.2669735147920446,171,108,0.3684210526315789,0.08816326530612245
scidocs,task1_larger,50,4715401473dca02ebaa5bdd4d4003705ed91c380,bm25,50,43,0.86,1225,903,0.7371428571428571,0,0.0,0.26285714285714284,0.004057446256814376,903,895,0.008859357696566999,0.7306122448979592
scidocs,task1_larger,50,4715401473dca02ebaa5bdd4d4003705ed91c380,tfidf,50,43,0.86,1225,903,0.7371428571428571,0,0.0,0.26285714285714284,0.31006503110420053,903,417,0.5382059800664452,0.3404081632653061
scidocs,task1_larger,50,4715401473dca02ebaa5bdd4d4003705ed91c380,minilm,50,32,0.64,1225,496,0.4048979591836735,0,0.0,0.5951020408163266,0.2669735147920446,496,242,0.5120967741935484,0.19755102040816327
scidocs,task1_larger,50,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,bm25,50,41,0.82,1225,820,0.6693877551020408,0,0.0,0.3306122448979592,0.004057446256814376,820,805,0.018292682926829267,0.6571428571428571
scidocs,task1_larger,50,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,tfidf,50,42,0.84,1225,861,0.7028571428571428,0,0.0,0.29714285714285715,0.31006503110420053,861,306,0.6445993031358885,0.24979591836734694
scidocs,task1_larger,50,6519bf5580fcdcc9c50fd72c6c8dc5d040d443e8,minilm,50,31,0.62,1225,465,0.3795918367346939,0,0.0,0.6204081632653061,0.2669735147920446,465,223,0.5204301075268817,0.1820408163265306
scidocs,task1_larger,50,3be10c45163c61dfb9f250412699b3f8cb0ada1d,bm25,50,42,0.84,1225,861,0.7028571428571428,0,0.0,0.29714285714285715,0.004057446256814376,861,850,0.012775842044134728,0.6938775510204082
scidocs,task1_larger,50,3be10c45163c61dfb9f250412699b3f8cb0ada1d,tfidf,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.31006503110420053,741,205,0.7233468286099866,0.1673469387755102
scidocs,task1_larger,50,3be10c45163c61dfb9f250412699b3f8cb0ada1d,minilm,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.2669735147920446,595,299,0.49747899159663866,0.24408163265306124
scidocs,task1_larger,50,566c89a1ace18f57ac3212e6d62634b501990b31,bm25,50,38,0.76,1225,703,0.5738775510204082,0,0.0,0.42612244897959184,0.004057446256814376,703,686,0.02418207681365576,0.56
scidocs,task1_larger,50,566c89a1ace18f57ac3212e6d62634b501990b31,tfidf,50,36,0.72,1225,630,0.5142857142857142,0,0.0,0.4857142857142857,0.31006503110420053,630,89,0.8587301587301587,0.07265306122448979
scidocs,task1_larger,50,566c89a1ace18f57ac3212e6d62634b501990b31,minilm,50,23,0.46,1225,253,0.20653061224489797,0,0.0,0.793469387755102,0.2669735147920446,253,53,0.7905138339920948,0.04326530612244898
scidocs,task1_larger,50,370fda29c5aaff285311a87824c5f28db33da021,bm25,50,42,0.84,1225,861,0.7028571428571428,0,0.0,0.29714285714285715,0.004057446256814376,861,845,0.018583042973286876,0.689795918367347
scidocs,task1_larger,50,370fda29c5aaff285311a87824c5f28db33da021,tfidf,50,41,0.82,1225,820,0.6693877551020408,0,0.0,0.3306122448979592,0.31006503110420053,820,197,0.7597560975609756,0.16081632653061226
scidocs,task1_larger,50,370fda29c5aaff285311a87824c5f28db33da021,minilm,50,33,0.66,1225,528,0.4310204081632653,0,0.0,0.5689795918367347,0.2669735147920446,528,217,0.5890151515151515,0.17714285714285713
scidocs,task1_larger,50,6c89453c09abde95d998f5acd244f00519472ee0,bm25,50,38,0.76,1225,703,0.5738775510204082,1,0.001422475106685633,0.42612244897959184,0.004057446256814376,702,693,0.01282051282051282,0.5657142857142857
scidocs,task1_larger,50,6c89453c09abde95d998f5acd244f00519472ee0,tfidf,50,42,0.84,1225,861,0.7028571428571428,0,0.0,0.29714285714285715,0.31006503110420053,861,207,0.759581881533101,0.1689795918367347
scidocs,task1_larger,50,6c89453c09abde95d998f5acd244f00519472ee0,minilm,50,28,0.56,1225,378,0.30857142857142855,0,0.0,0.6914285714285714,0.2669735147920446,378,223,0.41005291005291006,0.1820408163265306
scidocs,task1_larger,50,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,bm25,50,41,0.82,1225,820,0.6693877551020408,0,0.0,0.3306122448979592,0.004057446256814376,820,811,0.01097560975609756,0.6620408163265306
scidocs,task1_larger,50,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,tfidf,50,46,0.92,1225,1035,0.8448979591836735,0,0.0,0.15510204081632653,0.31006503110420053,1035,429,0.5855072463768116,0.35020408163265304
scidocs,task1_larger,50,74d4bf32242a3d22df63e0cd3c7b5a0038220cd2,minilm,50,34,0.68,1225,561,0.4579591836734694,0,0.0,0.5420408163265306,0.2669735147920446,561,303,0.45989304812834225,0.2473469387755102
scidocs,task1_larger,50,714c194a2fc326151b905270558aa137f9f22730,bm25,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.004057446256814376,741,736,0.006747638326585695,0.6008163265306122
scidocs,task1_larger,50,714c194a2fc326151b905270558aa137f9f22730,tfidf,50,38,0.76,1225,703,0.5738775510204082,0,0.0,0.42612244897959184,0.31006503110420053,703,292,0.5846372688477952,0.2383673469387755
scidocs,task1_larger,50,714c194a2fc326151b905270558aa137f9f22730,minilm,50,28,0.56,1225,378,0.30857142857142855,0,0.0,0.6914285714285714,0.2669735147920446,378,196,0.48148148148148145,0.16
scidocs,task1_larger,50,c79b88a8d8ba491cead38b431703d84015153a8f,bm25,50,33,0.66,1225,528,0.4310204081632653,0,0.0,0.5689795918367347,0.004057446256814376,528,518,0.01893939393939394,0.4228571428571429
scidocs,task1_larger,50,c79b88a8d8ba491cead38b431703d84015153a8f,tfidf,50,37,0.74,1225,666,0.5436734693877551,0,0.0,0.4563265306122449,0.31006503110420053,666,268,0.5975975975975976,0.21877551020408162
scidocs,task1_larger,50,c79b88a8d8ba491cead38b431703d84015153a8f,minilm,50,34,0.68,1225,561,0.4579591836734694,0,0.0,0.5420408163265306,0.2669735147920446,561,252,0.5508021390374331,0.2057142857142857
scidocs,task1_larger,50,b2a20116c0609e23d3adfeaa604500fddca66178,bm25,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.004057446256814376,595,589,0.010084033613445379,0.48081632653061224
scidocs,task1_larger,50,b2a20116c0609e23d3adfeaa604500fddca66178,tfidf,50,34,0.68,1225,561,0.4579591836734694,0,0.0,0.5420408163265306,0.31006503110420053,561,176,0.6862745098039216,0.1436734693877551
scidocs,task1_larger,50,b2a20116c0609e23d3adfeaa604500fddca66178,minilm,50,22,0.44,1225,231,0.18857142857142858,0,0.0,0.8114285714285714,0.2669735147920446,231,101,0.5627705627705628,0.08244897959183674
scidocs,task1_larger,50,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,bm25,50,38,0.76,1225,703,0.5738775510204082,0,0.0,0.42612244897959184,0.004057446256814376,703,687,0.02275960170697013,0.5608163265306122
scidocs,task1_larger,50,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,tfidf,50,38,0.76,1225,703,0.5738775510204082,0,0.0,0.42612244897959184,0.31006503110420053,703,88,0.8748221906116643,0.07183673469387755
scidocs,task1_larger,50,8a93cd1b6fbf7c8c86637bae18d979dafeb9a7c1,minilm,50,24,0.48,1225,276,0.2253061224489796,0,0.0,0.7746938775510204,0.2669735147920446,276,122,0.5579710144927537,0.09959183673469388
scidocs,task1_larger,50,281b6888d5df1dddb350fac4e9be5c8272519109,bm25,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.004057446256814376,741,727,0.018893387314439947,0.593469387755102
scidocs,task1_larger,50,281b6888d5df1dddb350fac4e9be5c8272519109,tfidf,50,38,0.76,1225,703,0.5738775510204082,0,0.0,0.42612244897959184,0.31006503110420053,703,78,0.8890469416785206,0.0636734693877551
scidocs,task1_larger,50,281b6888d5df1dddb350fac4e9be5c8272519109,minilm,50,22,0.44,1225,231,0.18857142857142858,0,0.0,0.8114285714285714,0.2669735147920446,231,51,0.7792207792207793,0.04163265306122449
scidocs,task1_larger,50,0a40663fdcf7c5fb7cfc459693116c41309e7eca,bm25,50,35,0.7,1225,595,0.4857142857142857,1,0.0016806722689075631,0.5142857142857142,0.004057446256814376,594,586,0.013468013468013467,0.47836734693877553
scidocs,task1_larger,50,0a40663fdcf7c5fb7cfc459693116c41309e7eca,tfidf,50,32,0.64,1225,496,0.4048979591836735,0,0.0,0.5951020408163266,0.31006503110420053,496,124,0.75,0.10122448979591837
scidocs,task1_larger,50,0a40663fdcf7c5fb7cfc459693116c41309e7eca,minilm,50,21,0.42,1225,210,0.17142857142857143,0,0.0,0.8285714285714286,0.2669735147920446,210,75,0.6428571428571429,0.061224489795918366
scidocs,task1_larger,50,8501e330d78391f4e690886a8eb8fac867704ea6,bm25,50,36,0.72,1225,630,0.5142857142857142,0,0.0,0.4857142857142857,0.004057446256814376,630,625,0.007936507936507936,0.5102040816326531
scidocs,task1_larger,50,8501e330d78391f4e690886a8eb8fac867704ea6,tfidf,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.31006503110420053,741,93,0.8744939271255061,0.07591836734693877
scidocs,task1_larger,50,8501e330d78391f4e690886a8eb8fac867704ea6,minilm,50,33,0.66,1225,528,0.4310204081632653,0,0.0,0.5689795918367347,0.2669735147920446,528,245,0.5359848484848485,0.2
scidocs,task1_larger,50,beac53e8074b4822943a3374ff5e9fed98a891b8,bm25,50,45,0.9,1225,990,0.8081632653061225,0,0.0,0.19183673469387755,0.004057446256814376,990,983,0.007070707070707071,0.8024489795918367
scidocs,task1_larger,50,beac53e8074b4822943a3374ff5e9fed98a891b8,tfidf,50,43,0.86,1225,903,0.7371428571428571,0,0.0,0.26285714285714284,0.31006503110420053,903,322,0.6434108527131783,0.26285714285714284
scidocs,task1_larger,50,beac53e8074b4822943a3374ff5e9fed98a891b8,minilm,50,28,0.56,1225,378,0.30857142857142855,0,0.0,0.6914285714285714,0.2669735147920446,378,212,0.43915343915343913,0.1730612244897959
scidocs,task1_larger,50,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,bm25,50,29,0.58,1225,406,0.3314285714285714,0,0.0,0.6685714285714286,0.004057446256814376,406,404,0.0049261083743842365,0.32979591836734695
scidocs,task1_larger,50,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,tfidf,50,33,0.66,1225,528,0.4310204081632653,0,0.0,0.5689795918367347,0.31006503110420053,528,143,0.7291666666666666,0.11673469387755102
scidocs,task1_larger,50,6ae4d0b388aa9262e80c3eedc1cb3e5f06842368,minilm,50,21,0.42,1225,210,0.17142857142857143,0,0.0,0.8285714285714286,0.2669735147920446,210,91,0.5666666666666667,0.07428571428571429
scidocs,task1_larger,50,7db20fcc1d71edc32c365f145148d24b9f1427a5,bm25,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.004057446256814376,741,706,0.04723346828609987,0.5763265306122449
scidocs,task1_larger,50,7db20fcc1d71edc32c365f145148d24b9f1427a5,tfidf,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.31006503110420053,741,124,0.8326585695006747,0.10122448979591837
scidocs,task1_larger,50,7db20fcc1d71edc32c365f145148d24b9f1427a5,minilm,50,24,0.48,1225,276,0.2253061224489796,0,0.0,0.7746938775510204,0.2669735147920446,276,147,0.4673913043478261,0.12
scidocs,task1_larger,50,335ad0ff82c728aca99fb0059c607cb18129526f,bm25,50,27,0.54,1225,351,0.28653061224489795,0,0.0,0.713469387755102,0.004057446256814376,351,348,0.008547008547008548,0.28408163265306124
scidocs,task1_larger,50,335ad0ff82c728aca99fb0059c607cb18129526f,tfidf,50,24,0.48,1225,276,0.2253061224489796,0,0.0,0.7746938775510204,0.31006503110420053,276,117,0.5760869565217391,0.09551020408163265
scidocs,task1_larger,50,335ad0ff82c728aca99fb0059c607cb18129526f,minilm,50,18,0.36,1225,153,0.12489795918367347,0,0.0,0.8751020408163265,0.2669735147920446,153,78,0.49019607843137253,0.0636734693877551
scidocs,task1_larger,50,04e4034344bda5c97015ea634e6eb1b65ef3a898,bm25,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.004057446256814376,741,729,0.016194331983805668,0.5951020408163266
scidocs,task1_larger,50,04e4034344bda5c97015ea634e6eb1b65ef3a898,tfidf,50,44,0.88,1225,946,0.7722448979591837,0,0.0,0.22775510204081634,0.31006503110420053,946,377,0.6014799154334038,0.30775510204081635
scidocs,task1_larger,50,04e4034344bda5c97015ea634e6eb1b65ef3a898,minilm,50,32,0.64,1225,496,0.4048979591836735,0,0.0,0.5951020408163266,0.2669735147920446,496,236,0.5241935483870968,0.1926530612244898
scidocs,task1_larger,50,271a4077c037b86fb7daf6bff3e66682322ff7d7,bm25,50,29,0.58,1225,406,0.3314285714285714,0,0.0,0.6685714285714286,0.004057446256814376,406,402,0.009852216748768473,0.32816326530612244
scidocs,task1_larger,50,271a4077c037b86fb7daf6bff3e66682322ff7d7,tfidf,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.31006503110420053,595,203,0.6588235294117647,0.1657142857142857
scidocs,task1_larger,50,271a4077c037b86fb7daf6bff3e66682322ff7d7,minilm,50,16,0.32,1225,120,0.09795918367346938,0,0.0,0.9020408163265307,0.2669735147920446,120,44,0.6333333333333333,0.035918367346938776
scidocs,task1_larger,50,3d23666c6d97d6ba3c86044d83c697821084bed6,bm25,50,45,0.9,1225,990,0.8081632653061225,0,0.0,0.19183673469387755,0.004057446256814376,990,971,0.01919191919191919,0.7926530612244898
scidocs,task1_larger,50,3d23666c6d97d6ba3c86044d83c697821084bed6,tfidf,50,45,0.9,1225,990,0.8081632653061225,0,0.0,0.19183673469387755,0.31006503110420053,990,297,0.7,0.24244897959183673
scidocs,task1_larger,50,3d23666c6d97d6ba3c86044d83c697821084bed6,minilm,50,27,0.54,1225,351,0.28653061224489795,0,0.0,0.713469387755102,0.2669735147920446,351,206,0.4131054131054131,0.16816326530612244
scidocs,task1_larger,50,fd4537b92ab9fa7c653e9e5b9c4f815914a498c0,bm25,50,36,0.72,1225,630,0.5142857142857142,0,0.0,0.4857142857142857,0.004057446256814376,630,621,0.014285714285714285,0.506938775510204
scidocs,task1_larger,50,fd4537b92ab9fa7c653e9e5b9c4f815914a498c0,tfidf,50,41,0.82,1225,820,0.6693877551020408,0,0.0,0.3306122448979592,0.31006503110420053,820,225,0.725609756097561,0.1836734693877551
scidocs,task1_larger,50,fd4537b92ab9fa7c653e9e5b9c4f815914a498c0,minilm,50,24,0.48,1225,276,0.2253061224489796,0,0.0,0.7746938775510204,0.2669735147920446,276,93,0.6630434782608695,0.07591836734693877
scidocs,task1_larger,50,191ea925c2115755b44380c99d84f4a1099b4dcd,bm25,50,37,0.74,1225,666,0.5436734693877551,0,0.0,0.4563265306122449,0.004057446256814376,666,660,0.009009009009009009,0.5387755102040817
scidocs,task1_larger,50,191ea925c2115755b44380c99d84f4a1099b4dcd,tfidf,50,37,0.74,1225,666,0.5436734693877551,0,0.0,0.4563265306122449,0.31006503110420053,666,272,0.5915915915915916,0.2220408163265306
scidocs,task1_larger,50,191ea925c2115755b44380c99d84f4a1099b4dcd,minilm,50,27,0.54,1225,351,0.28653061224489795,0,0.0,0.713469387755102,0.2669735147920446,351,202,0.42450142450142453,0.16489795918367348
scidocs,task1_larger,50,458f1428273254fc5dd399f3c104f507680ddd54,bm25,50,31,0.62,1225,465,0.3795918367346939,0,0.0,0.6204081632653061,0.004057446256814376,465,461,0.008602150537634409,0.3763265306122449
scidocs,task1_larger,50,458f1428273254fc5dd399f3c104f507680ddd54,tfidf,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.31006503110420053,741,278,0.6248313090418354,0.22693877551020408
scidocs,task1_larger,50,458f1428273254fc5dd399f3c104f507680ddd54,minilm,50,21,0.42,1225,210,0.17142857142857143,0,0.0,0.8285714285714286,0.2669735147920446,210,112,0.4666666666666667,0.09142857142857143
scidocs,task1_larger,50,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,bm25,50,36,0.72,1225,630,0.5142857142857142,0,0.0,0.4857142857142857,0.004057446256814376,630,624,0.009523809523809525,0.5093877551020408
scidocs,task1_larger,50,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,tfidf,50,41,0.82,1225,820,0.6693877551020408,0,0.0,0.3306122448979592,0.31006503110420053,820,199,0.7573170731707317,0.16244897959183674
scidocs,task1_larger,50,19115f66f6ac1c02568bbb38eceedfa3521a8cc2,minilm,50,29,0.58,1225,406,0.3314285714285714,0,0.0,0.6685714285714286,0.2669735147920446,406,192,0.5270935960591133,0.156734693877551
scidocs,task1_larger,50,84424eee012089dac9414979f0cb1465c97c4408,bm25,50,33,0.66,1225,528,0.4310204081632653,0,0.0,0.5689795918367347,0.004057446256814376,528,522,0.011363636363636364,0.42612244897959184
scidocs,task1_larger,50,84424eee012089dac9414979f0cb1465c97c4408,tfidf,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.31006503110420053,595,175,0.7058823529411765,0.14285714285714285
scidocs,task1_larger,50,84424eee012089dac9414979f0cb1465c97c4408,minilm,50,28,0.56,1225,378,0.30857142857142855,0,0.0,0.6914285714285714,0.2669735147920446,378,171,0.5476190476190477,0.13959183673469389
scidocs,task1_larger,50,5bb6b779de7929c573f39cd84169cafbd72e5bae,bm25,50,45,0.9,1225,990,0.8081632653061225,0,0.0,0.19183673469387755,0.004057446256814376,990,983,0.007070707070707071,0.8024489795918367
scidocs,task1_larger,50,5bb6b779de7929c573f39cd84169cafbd72e5bae,tfidf,50,46,0.92,1225,1035,0.8448979591836735,0,0.0,0.15510204081632653,0.31006503110420053,1035,253,0.7555555555555555,0.20653061224489797
scidocs,task1_larger,50,5bb6b779de7929c573f39cd84169cafbd72e5bae,minilm,50,26,0.52,1225,325,0.2653061224489796,0,0.0,0.7346938775510204,0.2669735147920446,325,116,0.6430769230769231,0.0946938775510204
scidocs,task1_larger,50,7b6652910c5cc0df9ff6bc91912a02e58a742d26,bm25,50,30,0.6,1225,435,0.3551020408163265,0,0.0,0.6448979591836734,0.004057446256814376,435,431,0.009195402298850575,0.35183673469387755
scidocs,task1_larger,50,7b6652910c5cc0df9ff6bc91912a02e58a742d26,tfidf,50,37,0.74,1225,666,0.5436734693877551,0,0.0,0.4563265306122449,0.31006503110420053,666,165,0.7522522522522522,0.1346938775510204
scidocs,task1_larger,50,7b6652910c5cc0df9ff6bc91912a02e58a742d26,minilm,50,21,0.42,1225,210,0.17142857142857143,0,0.0,0.8285714285714286,0.2669735147920446,210,103,0.5095238095238095,0.08408163265306122
scidocs,task1_larger,50,df0ef17f63582603dafb1ac5c489dec1416ecbf4,bm25,50,34,0.68,1225,561,0.4579591836734694,0,0.0,0.5420408163265306,0.004057446256814376,561,556,0.008912655971479501,0.45387755102040817
scidocs,task1_larger,50,df0ef17f63582603dafb1ac5c489dec1416ecbf4,tfidf,50,43,0.86,1225,903,0.7371428571428571,0,0.0,0.26285714285714284,0.31006503110420053,903,302,0.6655592469545958,0.24653061224489795
scidocs,task1_larger,50,df0ef17f63582603dafb1ac5c489dec1416ecbf4,minilm,50,25,0.5,1225,300,0.24489795918367346,0,0.0,0.7551020408163265,0.2669735147920446,300,161,0.4633333333333333,0.13142857142857142
scidocs,task1_larger,50,f2d5039b55d626ef5466a80e950bddd5cc1819d4,bm25,50,44,0.88,1225,946,0.7722448979591837,0,0.0,0.22775510204081634,0.004057446256814376,946,925,0.022198731501057084,0.7551020408163265
scidocs,task1_larger,50,f2d5039b55d626ef5466a80e950bddd5cc1819d4,tfidf,50,43,0.86,1225,903,0.7371428571428571,0,0.0,0.26285714285714284,0.31006503110420053,903,91,0.8992248062015504,0.07428571428571429
scidocs,task1_larger,50,f2d5039b55d626ef5466a80e950bddd5cc1819d4,minilm,50,24,0.48,1225,276,0.2253061224489796,0,0.0,0.7746938775510204,0.2669735147920446,276,78,0.717391304347826,0.0636734693877551
scidocs,task1_larger,50,7492683af60d02dbd658acdc61249571f8c20fc8,bm25,50,40,0.8,1225,780,0.636734693877551,0,0.0,0.363265306122449,0.004057446256814376,780,767,0.016666666666666666,0.6261224489795918
scidocs,task1_larger,50,7492683af60d02dbd658acdc61249571f8c20fc8,tfidf,50,38,0.76,1225,703,0.5738775510204082,0,0.0,0.42612244897959184,0.31006503110420053,703,259,0.631578947368421,0.21142857142857144
scidocs,task1_larger,50,7492683af60d02dbd658acdc61249571f8c20fc8,minilm,50,24,0.48,1225,276,0.2253061224489796,0,0.0,0.7746938775510204,0.2669735147920446,276,97,0.6485507246376812,0.07918367346938776
scidocs,task1_larger,50,f7f32e86c23a902ac55fba8b8191026f563bec5b,bm25,50,39,0.78,1225,741,0.6048979591836735,0,0.0,0.39510204081632655,0.004057446256814376,741,734,0.009446693657219974,0.5991836734693877
scidocs,task1_larger,50,f7f32e86c23a902ac55fba8b8191026f563bec5b,tfidf,50,37,0.74,1225,666,0.5436734693877551,0,0.0,0.4563265306122449,0.31006503110420053,666,171,0.7432432432432432,0.13959183673469389
scidocs,task1_larger,50,f7f32e86c23a902ac55fba8b8191026f563bec5b,minilm,50,31,0.62,1225,465,0.3795918367346939,0,0.0,0.6204081632653061,0.2669735147920446,465,216,0.535483870967742,0.1763265306122449
scidocs,task1_larger,50,a22e737d38a1bc671893a7ed341aba436571097a,bm25,50,33,0.66,1225,528,0.4310204081632653,0,0.0,0.5689795918367347,0.004057446256814376,528,519,0.017045454545454544,0.4236734693877551
scidocs,task1_larger,50,a22e737d38a1bc671893a7ed341aba436571097a,tfidf,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.31006503110420053,595,209,0.6487394957983194,0.17061224489795918
scidocs,task1_larger,50,a22e737d38a1bc671893a7ed341aba436571097a,minilm,50,19,0.38,1225,171,0.13959183673469389,0,0.0,0.8604081632653061,0.2669735147920446,171,104,0.391812865497076,0.08489795918367347
scidocs,task1_larger,50,4b80771429b786ea87740738378ba1eb1504a57f,bm25,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.004057446256814376,595,592,0.005042016806722689,0.483265306122449
scidocs,task1_larger,50,4b80771429b786ea87740738378ba1eb1504a57f,tfidf,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.31006503110420053,595,152,0.7445378151260504,0.12408163265306123
scidocs,task1_larger,50,4b80771429b786ea87740738378ba1eb1504a57f,minilm,50,19,0.38,1225,171,0.13959183673469389,0,0.0,0.8604081632653061,0.2669735147920446,171,84,0.5087719298245614,0.06857142857142857
scidocs,task1_larger,50,9003fb79e7848ced3be975c3d87a9348a4b8d377,bm25,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.004057446256814376,595,587,0.013445378151260505,0.4791836734693877
scidocs,task1_larger,50,9003fb79e7848ced3be975c3d87a9348a4b8d377,tfidf,50,36,0.72,1225,630,0.5142857142857142,0,0.0,0.4857142857142857,0.31006503110420053,630,133,0.7888888888888889,0.10857142857142857
scidocs,task1_larger,50,9003fb79e7848ced3be975c3d87a9348a4b8d377,minilm,50,23,0.46,1225,253,0.20653061224489797,0,0.0,0.793469387755102,0.2669735147920446,253,129,0.4901185770750988,0.10530612244897959
scidocs,task1_larger,50,ac58b487e864afafe71c6158553eed10fbc8eef5,bm25,50,44,0.88,1225,946,0.7722448979591837,0,0.0,0.22775510204081634,0.004057446256814376,946,924,0.023255813953488372,0.7542857142857143
scidocs,task1_larger,50,ac58b487e864afafe71c6158553eed10fbc8eef5,tfidf,50,40,0.8,1225,780,0.636734693877551,0,0.0,0.363265306122449,0.31006503110420053,780,137,0.8243589743589743,0.11183673469387755
scidocs,task1_larger,50,ac58b487e864afafe71c6158553eed10fbc8eef5,minilm,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.2669735147920446,595,156,0.7378151260504202,0.1273469387755102
scidocs,task1_larger,50,30c9a7660281ad8e4538ff9beb20282c74fac810,bm25,50,32,0.64,1225,496,0.4048979591836735,0,0.0,0.5951020408163266,0.004057446256814376,496,494,0.004032258064516129,0.403265306122449
scidocs,task1_larger,50,30c9a7660281ad8e4538ff9beb20282c74fac810,tfidf,50,35,0.7,1225,595,0.4857142857142857,0,0.0,0.5142857142857142,0.31006503110420053,595,191,0.6789915966386555,0.15591836734693879
scidocs,task1_larger,50,30c9a7660281ad8e4538ff9beb20282c74fac810,minilm,50,23,0.46,1225,253,0.20653061224489797,0,0.0,0.793469387755102,0.2669735147920446,253,123,0.5138339920948617,0.10040816326530612
scidocs,task1_larger,50,129397ed6557da93db5ba18cf112ee7b0a7927d8,bm25,50,34,0.68,1225,561,0.4579591836734694,0,0.0,0.5420408163265306,0.004057446256814376,561,556,0.008912655971479501,0.45387755102040817
scidocs,task1_larger,50,129397ed6557da93db5ba18cf112ee7b0a7927d8,tfidf,50,37,0.74,1225,666,0.5436734693877551,0,0.0,0.4563265306122449,0.31006503110420053,666,306,0.5405405405405406,0.24979591836734694
