provider,model,dataset,query_id,doc_a_id,doc_b_id,direction,from_cache,raw_response,category,current_parser_label,stored_parse_error,prompt_tokens,completion_tokens
cohere,command-r-plus-08-2024,fiqa,31,398365,483305,ab,False,A,exact,A,,271,1
cohere,command-r-plus-08-2024,fiqa,31,398365,483305,ba,False,B,exact,B,,271,1
cohere,command-r-plus-08-2024,fiqa,31,398365,516056,ab,False,A,exact,A,,239,1
cohere,command-r-plus-08-2024,fiqa,31,398365,516056,ba,False,B,exact,B,,239,1
cohere,command-r-plus-08-2024,fiqa,31,398365,553009,ab,False,A,exact,A,,243,1
cohere,command-r-plus-08-2024,fiqa,31,398365,553009,ba,False,B,exact,B,,243,1
cohere,command-r-plus-08-2024,fiqa,31,468086,483305,ab,False,A,exact,A,,253,1
cohere,command-r-plus-08-2024,fiqa,31,468086,483305,ba,False,B,exact,B,,253,1
cohere,command-r-plus-08-2024,fiqa,31,468086,516056,ab,False,A,exact,A,,221,1
cohere,command-r-plus-08-2024,fiqa,31,468086,516056,ba,False,B,exact,B,,221,1
cohere,command-r-plus-08-2024,fiqa,31,468086,553009,ab,False,A,exact,A,,225,1
cohere,command-r-plus-08-2024,fiqa,31,468086,553009,ba,False,B,exact,B,,225,1
cohere,command-r-plus-08-2024,fiqa,31,483305,516056,ab,False,B,exact,B,,236,1
cohere,command-r-plus-08-2024,fiqa,31,483305,516056,ba,False,B,exact,B,,236,1
cohere,command-r-plus-08-2024,fiqa,31,483305,553009,ab,False,B,exact,B,,240,1
cohere,command-r-plus-08-2024,fiqa,31,483305,553009,ba,False,B,exact,B,,240,1
cohere,command-r-plus-08-2024,fiqa,31,516056,553009,ab,False,B,exact,B,,208,1
cohere,command-r-plus-08-2024,fiqa,31,516056,553009,ba,False,A,exact,A,,208,1
azure,gpt-4.1-mini,fiqa,31,181624,202208,ab,False,B,exact,B,,204,2
azure,gpt-4.1-mini,fiqa,31,181624,202208,ba,False,A,exact,A,,204,2
azure,gpt-4.1-mini,fiqa,31,181624,239459,ab,False,B,exact,B,,201,2
azure,gpt-4.1-mini,fiqa,31,181624,239459,ba,False,A,exact,A,,201,2
azure,gpt-4.1-mini,fiqa,31,181624,349692,ab,False,B,exact,B,,174,2
azure,gpt-4.1-mini,fiqa,31,181624,349692,ba,False,A,exact,A,,174,2
azure,gpt-4.1-mini,fiqa,31,181624,391590,ab,False,A,exact,A,,193,2
azure,gpt-4.1-mini,fiqa,31,181624,391590,ba,False,B,exact,B,,193,2
azure,gpt-4.1-mini,fiqa,31,181624,398365,ab,False,B,exact,B,,208,2
azure,gpt-4.1-mini,fiqa,31,181624,398365,ba,False,A,exact,A,,208,2
azure,gpt-4.1-mini,fiqa,31,181624,468086,ab,False,B,exact,B,,193,2
azure,gpt-4.1-mini,fiqa,31,181624,468086,ba,False,A,exact,A,,193,2
azure,gpt-4.1-mini,fiqa,31,181624,483305,ab,False,B,exact,B,,208,2
azure,gpt-4.1-mini,fiqa,31,181624,483305,ba,False,A,exact,A,,208,2
azure,gpt-4.1-mini,fiqa,31,181624,516056,ab,False,B,exact,B,,174,2
azure,gpt-4.1-mini,fiqa,31,181624,516056,ba,False,A,exact,A,,174,2
azure,gpt-4.1-mini,fiqa,31,181624,553009,ab,False,A,exact,A,,177,2
azure,gpt-4.1-mini,fiqa,31,181624,553009,ba,False,B,exact,B,,177,2
azure,gpt-4.1-mini,fiqa,31,202208,239459,ab,False,B,exact,B,,254,2
azure,gpt-4.1-mini,fiqa,31,202208,239459,ba,False,A,exact,A,,254,2
azure,gpt-4.1-mini,fiqa,31,202208,349692,ab,False,B,exact,B,,227,2
azure,gpt-4.1-mini,fiqa,31,202208,349692,ba,False,A,exact,A,,227,2
azure,gpt-4.1-mini,fiqa,31,202208,391590,ab,False,A,exact,A,,246,2
azure,gpt-4.1-mini,fiqa,31,202208,391590,ba,False,B,exact,B,,246,2
azure,gpt-4.1-mini,fiqa,31,202208,398365,ab,False,B,exact,B,,261,2
azure,gpt-4.1-mini,fiqa,31,202208,398365,ba,False,A,exact,A,,261,2
azure,gpt-4.1-mini,fiqa,31,202208,468086,ab,False,B,exact,B,,246,2
azure,gpt-4.1-mini,fiqa,31,202208,468086,ba,False,A,exact,A,,246,2
azure,gpt-4.1-mini,fiqa,31,202208,483305,ab,False,A,exact,A,,261,2
azure,gpt-4.1-mini,fiqa,31,202208,483305,ba,False,A,exact,A,,261,2
azure,gpt-4.1-mini,fiqa,31,202208,516056,ab,False,A,exact,A,,227,2
azure,gpt-4.1-mini,fiqa,31,202208,516056,ba,False,B,exact,B,,227,2
azure,gpt-4.1-mini,fiqa,31,202208,553009,ab,False,A,exact,A,,230,2
azure,gpt-4.1-mini,fiqa,31,202208,553009,ba,False,A,exact,A,,230,2
azure,gpt-4.1-mini,fiqa,31,239459,349692,ab,False,B,exact,B,,224,2
azure,gpt-4.1-mini,fiqa,31,239459,349692,ba,False,A,exact,A,,224,2
azure,gpt-4.1-mini,fiqa,31,239459,391590,ab,False,A,exact,A,,243,2
azure,gpt-4.1-mini,fiqa,31,239459,391590,ba,False,B,exact,B,,243,2
azure,gpt-4.1-mini,fiqa,31,239459,398365,ab,False,B,exact,B,,258,2
azure,gpt-4.1-mini,fiqa,31,239459,398365,ba,False,A,exact,A,,258,2
azure,gpt-4.1-mini,fiqa,31,239459,468086,ab,False,B,exact,B,,243,2
azure,gpt-4.1-mini,fiqa,31,239459,468086,ba,False,A,exact,A,,243,2
azure,gpt-4.1-mini,fiqa,31,239459,483305,ab,False,A,exact,A,,258,2
azure,gpt-4.1-mini,fiqa,31,239459,483305,ba,False,B,exact,B,,258,2
azure,gpt-4.1-mini,fiqa,31,239459,516056,ab,False,A,exact,A,,224,2
azure,gpt-4.1-mini,fiqa,31,239459,516056,ba,False,B,exact,B,,224,2
azure,gpt-4.1-mini,fiqa,31,239459,553009,ab,False,A,exact,A,,227,2
azure,gpt-4.1-mini,fiqa,31,239459,553009,ba,False,B,exact,B,,227,2
azure,gpt-4.1-mini,fiqa,31,349692,391590,ab,False,A,exact,A,,216,2
azure,gpt-4.1-mini,fiqa,31,349692,391590,ba,False,B,exact,B,,216,2
azure,gpt-4.1-mini,fiqa,31,349692,398365,ab,False,B,exact,B,,231,2
azure,gpt-4.1-mini,fiqa,31,349692,398365,ba,False,B,exact,B,,231,2
azure,gpt-4.1-mini,fiqa,31,349692,468086,ab,False,B,exact,B,,216,2
azure,gpt-4.1-mini,fiqa,31,349692,468086,ba,False,A,exact,A,,216,2
azure,gpt-4.1-mini,fiqa,31,349692,483305,ab,False,A,exact,A,,231,2
azure,gpt-4.1-mini,fiqa,31,349692,483305,ba,False,B,exact,B,,231,2
azure,gpt-4.1-mini,fiqa,31,349692,516056,ab,False,A,exact,A,,197,2
azure,gpt-4.1-mini,fiqa,31,349692,516056,ba,False,B,exact,B,,197,2
azure,gpt-4.1-mini,fiqa,31,349692,553009,ab,False,A,exact,A,,200,2
azure,gpt-4.1-mini,fiqa,31,349692,553009,ba,False,B,exact,B,,200,2
azure,gpt-4.1-mini,fiqa,31,391590,398365,ab,False,B,exact,B,,250,2
azure,gpt-4.1-mini,fiqa,31,391590,398365,ba,False,A,exact,A,,250,2
azure,gpt-4.1-mini,fiqa,31,391590,468086,ab,False,B,exact,B,,235,2
azure,gpt-4.1-mini,fiqa,31,391590,468086,ba,False,A,exact,A,,235,2
azure,gpt-4.1-mini,fiqa,31,391590,483305,ab,False,B,exact,B,,250,2
azure,gpt-4.1-mini,fiqa,31,391590,483305,ba,False,A,exact,A,,250,2
azure,gpt-4.1-mini,fiqa,31,391590,516056,ab,False,B,exact,B,,216,2
azure,gpt-4.1-mini,fiqa,31,391590,516056,ba,False,A,exact,A,,216,2
azure,gpt-4.1-mini,fiqa,31,391590,553009,ab,False,A,exact,A,,219,2
azure,gpt-4.1-mini,fiqa,31,391590,553009,ba,False,A,exact,A,,219,2
azure,gpt-4.1-mini,fiqa,31,398365,468086,ab,False,B,exact,B,,250,2
azure,gpt-4.1-mini,fiqa,31,398365,468086,ba,False,A,exact,A,,250,2
azure,gpt-4.1-mini,fiqa,31,398365,483305,ab,False,A,exact,A,,265,2
azure,gpt-4.1-mini,fiqa,31,398365,483305,ba,False,B,exact,B,,265,2
azure,gpt-4.1-mini,fiqa,31,398365,516056,ab,False,A,exact,A,,231,2
azure,gpt-4.1-mini,fiqa,31,398365,516056,ba,False,B,exact,B,,231,2
azure,gpt-4.1-mini,fiqa,31,398365,553009,ab,False,A,exact,A,,234,2
azure,gpt-4.1-mini,fiqa,31,398365,553009,ba,False,B,exact,B,,234,2
azure,gpt-4.1-mini,fiqa,31,468086,483305,ab,False,A,exact,A,,250,2
azure,gpt-4.1-mini,fiqa,31,468086,483305,ba,False,B,exact,B,,250,2
azure,gpt-4.1-mini,fiqa,31,468086,516056,ab,False,A,exact,A,,216,2
azure,gpt-4.1-mini,fiqa,31,468086,516056,ba,False,B,exact,B,,216,2
azure,gpt-4.1-mini,fiqa,31,468086,553009,ab,False,A,exact,A,,219,2
azure,gpt-4.1-mini,fiqa,31,468086,553009,ba,False,B,exact,B,,219,2
azure,gpt-4.1-mini,fiqa,31,483305,516056,ab,False,A,exact,A,,231,2
azure,gpt-4.1-mini,fiqa,31,483305,516056,ba,False,A,exact,A,,231,2
azure,gpt-4.1-mini,fiqa,31,483305,553009,ab,False,A,exact,A,,234,2
azure,gpt-4.1-mini,fiqa,31,483305,553009,ba,False,B,exact,B,,234,2
azure,gpt-4.1-mini,fiqa,31,516056,553009,ab,False,A,exact,A,,200,2
azure,gpt-4.1-mini,fiqa,31,516056,553009,ba,False,B,exact,B,,200,2
cohere,command-r-plus-08-2024,fiqa,32,16774,212713,ab,False,B,exact,B,,276,1
cohere,command-r-plus-08-2024,fiqa,32,16774,212713,ba,False,A,exact,A,,276,1
cohere,command-r-plus-08-2024,fiqa,32,16774,213081,ab,False,B,exact,B,,284,1
cohere,command-r-plus-08-2024,fiqa,32,16774,213081,ba,False,B,exact,B,,284,1
cohere,command-r-plus-08-2024,fiqa,32,16774,220644,ab,False,B,exact,B,,279,1
cohere,command-r-plus-08-2024,fiqa,32,16774,220644,ba,False,B,exact,B,,279,1
cohere,command-r-plus-08-2024,fiqa,32,16774,261856,ab,False,B,exact,B,,250,1
cohere,command-r-plus-08-2024,fiqa,32,16774,261856,ba,False,B,exact,B,,250,1
cohere,command-r-plus-08-2024,fiqa,32,16774,449082,ab,False,B,exact,B,,289,1
cohere,command-r-plus-08-2024,fiqa,32,16774,449082,ba,False,B,exact,B,,289,1
cohere,command-r-plus-08-2024,fiqa,32,16774,525803,ab,False,B,exact,B,,289,1
cohere,command-r-plus-08-2024,fiqa,32,16774,525803,ba,False,B,exact,B,,289,1
cohere,command-r-plus-08-2024,fiqa,32,16774,590102,ab,False,B,exact,B,,287,1
cohere,command-r-plus-08-2024,fiqa,32,16774,590102,ba,False,B,exact,B,,287,1
cohere,command-r-plus-08-2024,fiqa,32,16774,69623,ab,False,B,exact,B,,300,1
cohere,command-r-plus-08-2024,fiqa,32,16774,69623,ba,False,A,exact,A,,300,1
cohere,command-r-plus-08-2024,fiqa,32,16774,84645,ab,False,B,exact,B,,290,1
cohere,command-r-plus-08-2024,fiqa,32,16774,84645,ba,False,A,exact,A,,290,1
cohere,command-r-plus-08-2024,fiqa,32,212713,213081,ab,False,A,exact,A,,283,1
cohere,command-r-plus-08-2024,fiqa,32,212713,213081,ba,False,B,exact,B,,283,1
cohere,command-r-plus-08-2024,fiqa,32,212713,220644,ab,False,A,exact,A,,278,1
cohere,command-r-plus-08-2024,fiqa,32,212713,220644,ba,False,B,exact,B,,278,1
cohere,command-r-plus-08-2024,fiqa,32,212713,261856,ab,False,A,exact,A,,249,1
cohere,command-r-plus-08-2024,fiqa,32,212713,261856,ba,False,B,exact,B,,249,1
cohere,command-r-plus-08-2024,fiqa,32,212713,449082,ab,False,A,exact,A,,288,1
cohere,command-r-plus-08-2024,fiqa,32,212713,449082,ba,False,B,exact,B,,288,1
cohere,command-r-plus-08-2024,fiqa,32,212713,525803,ab,False,A,exact,A,,288,1
cohere,command-r-plus-08-2024,fiqa,32,212713,525803,ba,False,B,exact,B,,288,1
cohere,command-r-plus-08-2024,fiqa,32,212713,590102,ab,False,A,exact,A,,286,1
cohere,command-r-plus-08-2024,fiqa,32,212713,590102,ba,False,B,exact,B,,286,1
cohere,command-r-plus-08-2024,fiqa,32,212713,69623,ab,False,B,exact,B,,299,1
cohere,command-r-plus-08-2024,fiqa,32,212713,69623,ba,False,A,exact,A,,299,1
cohere,command-r-plus-08-2024,fiqa,32,212713,84645,ab,False,B,exact,B,,289,1
cohere,command-r-plus-08-2024,fiqa,32,212713,84645,ba,False,A,exact,A,,289,1
cohere,command-r-plus-08-2024,fiqa,32,213081,220644,ab,False,B,exact,B,,286,1
cohere,command-r-plus-08-2024,fiqa,32,213081,220644,ba,False,B,exact,B,,286,1
cohere,command-r-plus-08-2024,fiqa,32,213081,261856,ab,False,B,exact,B,,257,1
cohere,command-r-plus-08-2024,fiqa,32,213081,261856,ba,False,B,exact,B,,257,1
cohere,command-r-plus-08-2024,fiqa,32,213081,449082,ab,False,A,exact,A,,296,1
cohere,command-r-plus-08-2024,fiqa,32,213081,449082,ba,False,B,exact,B,,296,1
cohere,command-r-plus-08-2024,fiqa,32,213081,525803,ab,False,A,exact,A,,296,1
cohere,command-r-plus-08-2024,fiqa,32,213081,525803,ba,False,B,exact,B,,296,1
cohere,command-r-plus-08-2024,fiqa,32,213081,590102,ab,False,A,exact,A,,294,1
cohere,command-r-plus-08-2024,fiqa,32,213081,590102,ba,False,B,exact,B,,294,1
cohere,command-r-plus-08-2024,fiqa,32,213081,69623,ab,False,B,exact,B,,307,1
cohere,command-r-plus-08-2024,fiqa,32,213081,69623,ba,False,A,exact,A,,307,1
cohere,command-r-plus-08-2024,fiqa,32,213081,84645,ab,False,B,exact,B,,297,1
cohere,command-r-plus-08-2024,fiqa,32,213081,84645,ba,False,A,exact,A,,297,1
cohere,command-r-plus-08-2024,fiqa,32,220644,261856,ab,False,A,exact,A,,252,1
cohere,command-r-plus-08-2024,fiqa,32,220644,261856,ba,False,B,exact,B,,252,1
cohere,command-r-plus-08-2024,fiqa,32,220644,449082,ab,False,B,exact,B,,291,1
cohere,command-r-plus-08-2024,fiqa,32,220644,449082,ba,False,B,exact,B,,291,1
cohere,command-r-plus-08-2024,fiqa,32,220644,525803,ab,False,A,exact,A,,291,1
cohere,command-r-plus-08-2024,fiqa,32,220644,525803,ba,False,B,exact,B,,291,1
cohere,command-r-plus-08-2024,fiqa,32,220644,590102,ab,False,A,exact,A,,289,1
cohere,command-r-plus-08-2024,fiqa,32,220644,590102,ba,False,B,exact,B,,289,1
cohere,command-r-plus-08-2024,fiqa,32,220644,69623,ab,False,B,exact,B,,302,1
cohere,command-r-plus-08-2024,fiqa,32,220644,69623,ba,False,A,exact,A,,302,1
cohere,command-r-plus-08-2024,fiqa,32,220644,84645,ab,False,B,exact,B,,292,1
cohere,command-r-plus-08-2024,fiqa,32,220644,84645,ba,False,A,exact,A,,292,1
cohere,command-r-plus-08-2024,fiqa,32,261856,449082,ab,False,B,exact,B,,262,1
cohere,command-r-plus-08-2024,fiqa,32,261856,449082,ba,False,B,exact,B,,262,1
cohere,command-r-plus-08-2024,fiqa,32,261856,525803,ab,False,B,exact,B,,262,1
cohere,command-r-plus-08-2024,fiqa,32,261856,525803,ba,False,B,exact,B,,262,1
cohere,command-r-plus-08-2024,fiqa,32,261856,590102,ab,False,B,exact,B,,260,1
cohere,command-r-plus-08-2024,fiqa,32,261856,590102,ba,False,B,exact,B,,260,1
cohere,command-r-plus-08-2024,fiqa,32,261856,69623,ab,False,B,exact,B,,273,1
cohere,command-r-plus-08-2024,fiqa,32,261856,69623,ba,False,A,exact,A,,273,1
cohere,command-r-plus-08-2024,fiqa,32,261856,84645,ab,False,B,exact,B,,263,1
cohere,command-r-plus-08-2024,fiqa,32,261856,84645,ba,False,A,exact,A,,263,1
cohere,command-r-plus-08-2024,fiqa,32,449082,525803,ab,False,B,exact,B,,301,1
cohere,command-r-plus-08-2024,fiqa,32,449082,525803,ba,False,B,exact,B,,301,1
cohere,command-r-plus-08-2024,fiqa,32,449082,590102,ab,False,A,exact,A,,299,1
cohere,command-r-plus-08-2024,fiqa,32,449082,590102,ba,False,B,exact,B,,299,1
cohere,command-r-plus-08-2024,fiqa,32,449082,69623,ab,False,B,exact,B,,312,1
cohere,command-r-plus-08-2024,fiqa,32,449082,69623,ba,False,A,exact,A,,312,1
cohere,command-r-plus-08-2024,fiqa,32,449082,84645,ab,False,B,exact,B,,302,1
cohere,command-r-plus-08-2024,fiqa,32,449082,84645,ba,False,A,exact,A,,302,1
cohere,command-r-plus-08-2024,fiqa,32,525803,590102,ab,False,B,exact,B,,299,1
cohere,command-r-plus-08-2024,fiqa,32,525803,590102,ba,False,B,exact,B,,299,1
cohere,command-r-plus-08-2024,fiqa,32,525803,69623,ab,False,B,exact,B,,312,1
cohere,command-r-plus-08-2024,fiqa,32,525803,69623,ba,False,A,exact,A,,312,1
cohere,command-r-plus-08-2024,fiqa,32,525803,84645,ab,False,B,exact,B,,302,1
cohere,command-r-plus-08-2024,fiqa,32,525803,84645,ba,False,A,exact,A,,302,1
cohere,command-r-plus-08-2024,fiqa,32,590102,69623,ab,False,B,exact,B,,310,1
cohere,command-r-plus-08-2024,fiqa,32,590102,69623,ba,False,A,exact,A,,310,1
cohere,command-r-plus-08-2024,fiqa,32,590102,84645,ab,False,B,exact,B,,300,1
cohere,command-r-plus-08-2024,fiqa,32,590102,84645,ba,False,A,exact,A,,300,1
cohere,command-r-plus-08-2024,fiqa,32,69623,84645,ab,False,A,exact,A,,313,1
cohere,command-r-plus-08-2024,fiqa,32,69623,84645,ba,False,B,exact,B,,313,1
azure,gpt-4.1-mini,fiqa,32,16774,212713,ab,False,A,exact,A,,269,2
azure,gpt-4.1-mini,fiqa,32,16774,212713,ba,False,A,exact,A,,269,2
azure,gpt-4.1-mini,fiqa,32,16774,213081,ab,False,A,exact,A,,277,2
azure,gpt-4.1-mini,fiqa,32,16774,213081,ba,False,A,exact,A,,277,2
azure,gpt-4.1-mini,fiqa,32,16774,220644,ab,False,A,exact,A,,271,2
azure,gpt-4.1-mini,fiqa,32,16774,220644,ba,False,A,exact,A,,271,2
azure,gpt-4.1-mini,fiqa,32,16774,261856,ab,False,A,exact,A,,244,2
azure,gpt-4.1-mini,fiqa,32,16774,261856,ba,False,A,exact,A,,244,2
azure,gpt-4.1-mini,fiqa,32,16774,449082,ab,False,A,exact,A,,281,2
azure,gpt-4.1-mini,fiqa,32,16774,449082,ba,False,A,exact,A,,281,2
azure,gpt-4.1-mini,fiqa,32,16774,525803,ab,False,B,exact,B,,282,2
azure,gpt-4.1-mini,fiqa,32,16774,525803,ba,False,A,exact,A,,282,2
azure,gpt-4.1-mini,fiqa,32,16774,590102,ab,False,A,exact,A,,279,2
azure,gpt-4.1-mini,fiqa,32,16774,590102,ba,False,A,exact,A,,279,2
azure,gpt-4.1-mini,fiqa,32,16774,69623,ab,False,B,exact,B,,290,2
azure,gpt-4.1-mini,fiqa,32,16774,69623,ba,False,A,exact,A,,290,2
azure,gpt-4.1-mini,fiqa,32,16774,84645,ab,False,B,exact,B,,283,2
azure,gpt-4.1-mini,fiqa,32,16774,84645,ba,False,A,exact,A,,283,2
azure,gpt-4.1-mini,fiqa,32,212713,213081,ab,False,A,exact,A,,279,2
azure,gpt-4.1-mini,fiqa,32,212713,213081,ba,False,B,exact,B,,279,2
azure,gpt-4.1-mini,fiqa,32,212713,220644,ab,False,A,exact,A,,273,2
azure,gpt-4.1-mini,fiqa,32,212713,220644,ba,False,B,exact,B,,273,2
azure,gpt-4.1-mini,fiqa,32,212713,261856,ab,False,A,exact,A,,246,2
azure,gpt-4.1-mini,fiqa,32,212713,261856,ba,False,B,exact,B,,246,2
azure,gpt-4.1-mini,fiqa,32,212713,449082,ab,False,A,exact,A,,283,2
azure,gpt-4.1-mini,fiqa,32,212713,449082,ba,False,A,exact,A,,283,2
azure,gpt-4.1-mini,fiqa,32,212713,525803,ab,False,A,exact,A,,284,2
azure,gpt-4.1-mini,fiqa,32,212713,525803,ba,False,A,exact,A,,284,2
azure,gpt-4.1-mini,fiqa,32,212713,590102,ab,False,A,exact,A,,281,2
azure,gpt-4.1-mini,fiqa,32,212713,590102,ba,False,B,exact,B,,281,2
azure,gpt-4.1-mini,fiqa,32,212713,69623,ab,False,B,exact,B,,292,2
azure,gpt-4.1-mini,fiqa,32,212713,69623,ba,False,A,exact,A,,292,2
azure,gpt-4.1-mini,fiqa,32,212713,84645,ab,False,B,exact,B,,285,2
azure,gpt-4.1-mini,fiqa,32,212713,84645,ba,False,A,exact,A,,285,2
azure,gpt-4.1-mini,fiqa,32,213081,220644,ab,False,A,exact,A,,281,2
azure,gpt-4.1-mini,fiqa,32,213081,220644,ba,False,A,exact,A,,281,2
azure,gpt-4.1-mini,fiqa,32,213081,261856,ab,False,B,exact,B,,254,2
azure,gpt-4.1-mini,fiqa,32,213081,261856,ba,False,A,exact,A,,254,2
azure,gpt-4.1-mini,fiqa,32,213081,449082,ab,False,A,exact,A,,291,2
azure,gpt-4.1-mini,fiqa,32,213081,449082,ba,False,A,exact,A,,291,2
azure,gpt-4.1-mini,fiqa,32,213081,525803,ab,False,B,exact,B,,292,2
azure,gpt-4.1-mini,fiqa,32,213081,525803,ba,False,A,exact,A,,292,2
azure,gpt-4.1-mini,fiqa,32,213081,590102,ab,False,A,exact,A,,289,2
azure,gpt-4.1-mini,fiqa,32,213081,590102,ba,False,A,exact,A,,289,2
azure,gpt-4.1-mini,fiqa,32,213081,69623,ab,False,B,exact,B,,300,2
azure,gpt-4.1-mini,fiqa,32,213081,69623,ba,False,A,exact,A,,300,2
azure,gpt-4.1-mini,fiqa,32,213081,84645,ab,False,B,exact,B,,293,2
azure,gpt-4.1-mini,fiqa,32,213081,84645,ba,False,A,exact,A,,293,2
azure,gpt-4.1-mini,fiqa,32,220644,261856,ab,False,B,exact,B,,248,2
azure,gpt-4.1-mini,fiqa,32,220644,261856,ba,False,A,exact,A,,248,2
azure,gpt-4.1-mini,fiqa,32,220644,449082,ab,False,A,exact,A,,285,2
azure,gpt-4.1-mini,fiqa,32,220644,449082,ba,False,A,exact,A,,285,2
azure,gpt-4.1-mini,fiqa,32,220644,525803,ab,False,B,exact,B,,286,2
azure,gpt-4.1-mini,fiqa,32,220644,525803,ba,False,A,exact,A,,286,2
azure,gpt-4.1-mini,fiqa,32,220644,590102,ab,False,A,exact,A,,283,2
azure,gpt-4.1-mini,fiqa,32,220644,590102,ba,False,A,exact,A,,283,2
azure,gpt-4.1-mini,fiqa,32,220644,69623,ab,False,B,exact,B,,294,2
azure,gpt-4.1-mini,fiqa,32,220644,69623,ba,False,A,exact,A,,294,2
azure,gpt-4.1-mini,fiqa,32,220644,84645,ab,False,B,exact,B,,287,2
azure,gpt-4.1-mini,fiqa,32,220644,84645,ba,False,A,exact,A,,287,2
azure,gpt-4.1-mini,fiqa,32,261856,449082,ab,False,A,exact,A,,258,2
azure,gpt-4.1-mini,fiqa,32,261856,449082,ba,False,B,exact,B,,258,2
azure,gpt-4.1-mini,fiqa,32,261856,525803,ab,False,B,exact,B,,259,2
azure,gpt-4.1-mini,fiqa,32,261856,525803,ba,False,A,exact,A,,259,2
azure,gpt-4.1-mini,fiqa,32,261856,590102,ab,False,A,exact,A,,256,2
azure,gpt-4.1-mini,fiqa,32,261856,590102,ba,False,A,exact,A,,256,2
azure,gpt-4.1-mini,fiqa,32,261856,69623,ab,False,B,exact,B,,267,2
azure,gpt-4.1-mini,fiqa,32,261856,69623,ba,False,A,exact,A,,267,2
azure,gpt-4.1-mini,fiqa,32,261856,84645,ab,False,B,exact,B,,260,2
azure,gpt-4.1-mini,fiqa,32,261856,84645,ba,False,A,exact,A,,260,2
azure,gpt-4.1-mini,fiqa,32,449082,525803,ab,False,B,exact,B,,296,2
azure,gpt-4.1-mini,fiqa,32,449082,525803,ba,False,A,exact,A,,296,2
azure,gpt-4.1-mini,fiqa,32,449082,590102,ab,False,A,exact,A,,293,2
azure,gpt-4.1-mini,fiqa,32,449082,590102,ba,False,A,exact,A,,293,2
azure,gpt-4.1-mini,fiqa,32,449082,69623,ab,False,B,exact,B,,304,2
azure,gpt-4.1-mini,fiqa,32,449082,69623,ba,False,A,exact,A,,304,2
azure,gpt-4.1-mini,fiqa,32,449082,84645,ab,False,B,exact,B,,297,2
azure,gpt-4.1-mini,fiqa,32,449082,84645,ba,False,A,exact,A,,297,2
azure,gpt-4.1-mini,fiqa,32,525803,590102,ab,False,A,exact,A,,294,2
azure,gpt-4.1-mini,fiqa,32,525803,590102,ba,False,B,exact,B,,294,2
azure,gpt-4.1-mini,fiqa,32,525803,69623,ab,False,B,exact,B,,305,2
azure,gpt-4.1-mini,fiqa,32,525803,69623,ba,False,A,exact,A,,305,2
azure,gpt-4.1-mini,fiqa,32,525803,84645,ab,False,B,exact,B,,298,2
azure,gpt-4.1-mini,fiqa,32,525803,84645,ba,False,A,exact,A,,298,2
azure,gpt-4.1-mini,fiqa,32,590102,69623,ab,False,B,exact,B,,302,2
azure,gpt-4.1-mini,fiqa,32,590102,69623,ba,False,A,exact,A,,302,2
azure,gpt-4.1-mini,fiqa,32,590102,84645,ab,False,B,exact,B,,295,2
azure,gpt-4.1-mini,fiqa,32,590102,84645,ba,False,A,exact,A,,295,2
azure,gpt-4.1-mini,fiqa,32,69623,84645,ab,False,A,exact,A,,306,2
azure,gpt-4.1-mini,fiqa,32,69623,84645,ba,False,A,exact,A,,306,2
cohere,command-r-plus-08-2024,fiqa,33,11675,17839,ab,False,B,exact,B,,222,1
cohere,command-r-plus-08-2024,fiqa,33,11675,17839,ba,False,A,exact,A,,222,1
cohere,command-r-plus-08-2024,fiqa,33,11675,254638,ab,False,B,exact,B,,245,1
cohere,command-r-plus-08-2024,fiqa,33,11675,254638,ba,False,A,exact,A,,245,1
cohere,command-r-plus-08-2024,fiqa,33,11675,323873,ab,False,B,exact,B,,269,1
cohere,command-r-plus-08-2024,fiqa,33,11675,323873,ba,False,A,exact,A,,269,1
cohere,command-r-plus-08-2024,fiqa,33,11675,36482,ab,False,B,exact,B,,235,1
cohere,command-r-plus-08-2024,fiqa,33,11675,36482,ba,False,A,exact,A,,235,1
cohere,command-r-plus-08-2024,fiqa,33,11675,402230,ab,False,B,exact,B,,250,1
cohere,command-r-plus-08-2024,fiqa,33,11675,402230,ba,False,A,exact,A,,250,1
cohere,command-r-plus-08-2024,fiqa,33,11675,425387,ab,False,B,exact,B,,214,1
cohere,command-r-plus-08-2024,fiqa,33,11675,425387,ba,False,A,exact,A,,214,1
cohere,command-r-plus-08-2024,fiqa,33,11675,434869,ab,False,B,exact,B,,284,1
cohere,command-r-plus-08-2024,fiqa,33,11675,434869,ba,False,A,exact,A,,284,1
cohere,command-r-plus-08-2024,fiqa,33,11675,434972,ab,False,B,exact,B,,251,1
cohere,command-r-plus-08-2024,fiqa,33,11675,434972,ba,False,A,exact,A,,251,1
cohere,command-r-plus-08-2024,fiqa,33,11675,95200,ab,False,B,exact,B,,251,1
cohere,command-r-plus-08-2024,fiqa,33,11675,95200,ba,False,A,exact,A,,251,1
cohere,command-r-plus-08-2024,fiqa,33,17839,254638,ab,False,A,exact,A,,232,1
cohere,command-r-plus-08-2024,fiqa,33,17839,254638,ba,False,B,exact,B,,232,1
cohere,command-r-plus-08-2024,fiqa,33,17839,323873,ab,False,B,exact,B,,256,1
cohere,command-r-plus-08-2024,fiqa,33,17839,323873,ba,False,A,exact,A,,256,1
