path,file_type,size_bytes,tracked_status,last_git_modification,classification,canonical_status,dependency_notes,recommended_action,confidence
src/consistency_ranker/policy_selection/policy_switching.py,source,5194,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/real_query_replay/safeguard_cost.py,source,3434,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/real_query_replay/evidence_index.py,source,14629,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/real_query_replay/reconstruct.py,source,12786,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/real_query_replay/feature_rows.py,source,1531,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/real_query_replay/__init__.py,source,340,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/real_query_replay/predictors.py,source,8509,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/real_query_replay/network_guard.py,source,1251,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/counterfactual.py,source,6050,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/provider_escalation.py,source,8897,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/acquisition_actions.py,source,9314,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/interactive_judges.py,source,8183,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/acquisition_state.py,source,14091,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/transitivity.py,source,3406,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/offline_replay.py,source,4450,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/pair_uncertainty.py,source,5671,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/__init__.py,source,2937,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/engine.py,source,8480,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/structural_signals.py,source,4252,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/adaptive_stopping.py,source,5346,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/ranking_impact.py,source,8590,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/anytime_metrics.py,source,3310,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/adaptive_acquisition/acquisition_policies.py,source,14379,tracked,2026-07-26,canonical source code,yes,,keep,high
src/consistency_ranker/active_acquisition/stopping.py,source,13231,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/active_acquisition/simulate.py,source,5027,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/active_acquisition/evaluate.py,source,3630,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/active_acquisition/__init__.py,source,1691,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/active_acquisition/scoring.py,source,6910,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/active_acquisition/strategies.py,source,5524,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/active_acquisition/stats.py,source,2093,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/active_acquisition/oracle.py,source,6651,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/active_acquisition/regularized_aggregation.py,source,11876,tracked,2026-07-28,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/models.py,source,4256,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/reserve.py,source,6589,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/evaluation.py,source,4555,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/config.py,source,7887,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/pool_builder.py,source,15288,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/dispatch.py,source,3705,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/query_selection.py,source,1474,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/__init__.py,source,570,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/cohere_native.py,source,15542,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/prompt_renderer.py,source,957,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/pair_selection.py,source,6375,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/cache_store.py,source,1770,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/request_plan.py,source,4363,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/report.py,source,1945,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/cohere_schema_projection.py,source,16249,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/validation.py,source,1463,tracked,2026-07-27,canonical source code,yes,,keep,high
src/consistency_ranker/counterfactual_benchmark/collector.py,source,27863,tracked,2026-07-27,canonical source code,yes,,keep,high
scripts/run_synthetic.py,source,27706,tracked,2026-03-22,canonical source code,yes,,keep,high
scripts/build_manuscript_artifacts.py,source,31003,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_extraction_study.py,source,17848,untracked,n/a (untracked),canonical source code,yes,,keep,high
scripts/summarize_failure_mining.py,source,4142,tracked,2026-07-14,canonical source code,yes,,keep,high
scripts/run_offline_active_acquisition_pilot.py,source,21015,tracked,2026-07-28,canonical source code,yes,,keep,high
scripts/generate_cost_accuracy_analysis.py,source,16810,tracked,2026-03-29,canonical source code,yes,,keep,high
scripts/estimate_counterfactual_benchmark_cost.py,source,3196,tracked,2026-07-27,canonical source code,yes,,keep,high
scripts/run_fas_balance_score_sum_borda_grid.py,source,13004,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/run_production_uht.py,source,4296,tracked,2026-07-26,canonical source code,yes,,keep,high
scripts/diagnose_vote_graph_cycles.py,source,2801,tracked,2026-03-22,canonical source code,yes,,keep,high
scripts/run_modern_bootstrap.py,source,7345,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/build_manuscript_assets.py,source,6286,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/generate_bootstrap_tables.py,source,7746,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/reevaluate_multifactor_offline.py,source,28316,tracked,2026-07-26,canonical source code,yes,,keep,high
scripts/check_api_readiness.py,source,7806,tracked,2026-04-05,canonical source code,yes,,keep,high
scripts/run_llm_scidocs_pilot_comparison.py,source,25664,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/build_paper_evidence_package.py,source,19673,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_paper_ready_experiments.py,source,16237,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/build_llm_bootstrap_summaries.py,source,7402,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/generate_synthetic_perturbed_scores.py,source,5021,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_bootstrap.py,source,14034,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/run_gemini_scidocs_pilot.py,source,29196,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/build_votes_file.py,source,16106,tracked,2026-07-14,canonical source code,yes,,keep,high
scripts/build_variant_followup_artifacts.py,source,12153,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/generate_bm25_scores.py,source,5507,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_oracle_headroom_analysis.py,source,6263,tracked,2026-07-28,canonical source code,yes,,keep,high
scripts/run_all_real_experiments.py,source,13177,tracked,2026-03-22,canonical source code,yes,,keep,high
scripts/prepare_real_data_experiment_setup.py,source,15762,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/build_results_bundle.py,source,10672,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/audit_hotpotqa_graph_stats.py,source,15699,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_fas_niche_analysis.sh,source,319,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/bootstrap_method_deltas.py,source,5368,tracked,2026-03-20,canonical source code,yes,,keep,high
scripts/run_reliability_aware_repair_experiment.py,source,24049,tracked,2026-07-27,canonical source code,yes,,keep,high
scripts/run_reviewer_concerns_program.py,source,66033,untracked,n/a (untracked),canonical source code,yes,,keep,high
scripts/run_failure_mining.py,source,16324,tracked,2026-07-14,canonical source code,yes,,keep,high
scripts/run_expanded_selective_repair.py,source,11116,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_small_llm_pairwise_experiment.py,source,18930,tracked,2026-04-05,canonical source code,yes,,keep,high
scripts/run_noise_sensitivity.py,source,13136,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_all_paper_ready.sh,source,2151,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/prepare_hotpotqa.py,source,3645,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/render_jdiq_manuscript_figures.py,source,10122,tracked,2026-07-12,canonical source code,yes,,keep,high
scripts/compute_pct_changed.py,source,3340,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_policy_selection_experiment.py,source,46418,tracked,2026-07-26,canonical source code,yes,,keep,high
scripts/learned_selector_experiment.py,source,22184,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/analyze_publication_vote_deltas.py,source,4675,tracked,2026-03-22,canonical source code,yes,,keep,high
scripts/build_results_audit_artifacts.py,source,19529,tracked,2026-07-14,canonical source code,yes,,keep,high
scripts/track_selector_llm_cost.py,source,5589,tracked,2026-07-14,canonical source code,yes,,keep,high
scripts/run_real_experiment.py,source,109801,tracked,2026-07-15,canonical source code,yes,,keep,high
scripts/run_repair_selector_overnight.py,source,30042,tracked,2026-07-14,canonical source code,yes,,keep,high
scripts/run_fas_balance_alpha_beta_grid.py,source,8629,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/run_repair_frontier_pilot.py,source,35303,untracked,n/a (untracked),canonical source code,yes,,keep,high
scripts/run_fas_balance_alpha_beta_generalization.py,source,10448,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/run_multi_scorer_experiments.sh,source,878,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/generate_paper_tables.py,source,13658,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_openai_real_listwise.py,source,15137,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/prepare_datasets.py,source,11181,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_counterfactual_micro_pilot.py,source,2691,tracked,2026-07-27,canonical source code,yes,,keep,high
scripts/run_adaptive_acquisition_experiment.py,source,32917,tracked,2026-07-27,canonical source code,yes,,keep,high
scripts/run_fas_balance_alpha_sweep.py,source,7085,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/generate_proxy_datasets.py,source,13790,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/run_linear_extension_extraction_experiment.py,source,44802,tracked,2026-07-27,canonical source code,yes,,keep,high
scripts/run_llm_scidocs_real_pilot.py,source,30192,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_validated_multi_scorer.py,source,10509,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/diagnose_greedy_fas_underperformance.py,source,16025,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/__init__.py,source,18,tracked,2026-03-20,canonical source code,yes,,keep,high
scripts/run_ir_evidence_audit.py,source,38061,untracked,n/a (untracked),canonical source code,yes,,keep,high
scripts/run_multi_provider_repair_pilot.py,source,29712,untracked,n/a (untracked),canonical source code,yes,,keep,high
scripts/audit_provider_capabilities.py,source,4740,tracked,2026-07-27,canonical source code,yes,,keep,high
scripts/run_openai_real_pairwise_q30.py,source,17610,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_variant_followup.py,source,8834,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/generate_dense_scores.py,source,8450,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/generate_cross_encoder_scores.py,source,4345,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_real_query_policy_replay.py,source,28573,tracked,2026-07-26,canonical source code,yes,,keep,high
scripts/analyze_fas_niche.py,source,16114,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/validate_multi_scorer_pipeline.py,source,6037,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_repository_scale_headroom_analysis.py,source,22695,tracked,2026-07-28,canonical source code,yes,,keep,high
scripts/postprocess_votes_drop_mutual_pairs.py,source,2880,tracked,2026-03-22,canonical source code,yes,,keep,high
scripts/run_multi_provider_llm_robustness.py,source,35776,tracked,2026-07-27,canonical source code,yes,,keep,high
scripts/build_modern_baseline_tables.py,source,8421,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_modern_baselines.py,source,21251,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_repair_selector_overnight_tmux.sh,source,1634,tracked,2026-07-14,canonical source code,yes,,keep,high
scripts/run_publication_vote_suite.py,source,8277,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_learned_selector.py,source,6675,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/generate_q1_tables.py,source,22750,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_diagnostic_experiments.py,source,24134,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/run_exact_vs_greedy.py,source,19485,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/run_pub_vote_all4_bright_remaining.sbatch,source,4059,tracked,2026-03-22,canonical source code,yes,,keep,high
scripts/generate_score_file.py,source,10844,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/build_proxy_real_clean_comparison.py,source,6338,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/summarize_publication_vote_suite.py,source,3599,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_repair_diagnostic_study.py,source,17882,untracked,n/a (untracked),canonical source code,yes,,keep,high
scripts/run_failure_mining_tmux.sh,source,2578,tracked,2026-07-14,canonical source code,yes,,keep,high
scripts/plot_timings.py,source,9440,tracked,2026-03-20,canonical source code,yes,,keep,high
scripts/run_expanded_experiments.sh,source,927,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/download_datasets.py,source,11972,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/generate_manuscript_tables_and_figures.py,source,23775,tracked,2026-07-28,canonical source code,yes,,keep,high
scripts/run_openai_real_pointwise.py,source,15738,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/aggregate_multi_scorer_results.py,source,6597,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_real_query_multifactor_acquisition.py,source,51734,tracked,2026-07-26,canonical source code,yes,,keep,high
scripts/run_openai_real_pilot.py,source,19437,tracked,2026-03-24,canonical source code,yes,,keep,high
scripts/run_stopping_rule_pilot.py,source,27714,tracked,2026-07-28,canonical source code,yes,,keep,high
scripts/show_example_rankings.py,source,2608,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_metric_aware_first_experiment.py,source,20422,tracked,2026-04-05,canonical source code,yes,,keep,high
scripts/AUDIT_POLICY_GATE.md,source,7188,tracked,2026-07-26,canonical source code,yes,,keep,high
scripts/check_repo_ready.py,source,10057,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_regularized_aggregation_pilot.py,source,26127,tracked,2026-07-28,canonical source code,yes,,keep,high
scripts/run_regime_analysis.py,source,20944,tracked,2026-03-21,canonical source code,yes,,keep,high
scripts/download_beir_via_irds.py,source,2650,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_prior_robust_experiment.py,source,19010,tracked,2026-07-27,canonical source code,yes,,keep,high
scripts/build_hotpotqa_report.py,source,18091,tracked,2026-04-04,canonical source code,yes,,keep,high
scripts/run_adaptive_repair_policy_experiment.py,source,8869,tracked,2026-04-05,canonical source code,yes,,keep,high
tests/test_graph_and_solver.py,test,3458,tracked,2026-07-14,canonical source code,yes,,keep,high
tests/test_provider_capability_audit.py,test,12293,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_check_repo_ready.py,test,5524,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_failure_mining.py,test,36254,tracked,2026-07-14,canonical source code,yes,,keep,high
tests/test_beir_loader.py,test,9159,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_llm_api_status.py,test,3134,tracked,2026-07-14,canonical source code,yes,,keep,high
tests/test_build_paper_evidence_package.py,test,1016,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_stopping.py,test,12676,tracked,2026-07-28,canonical source code,yes,,keep,high
tests/test_task4_exact_baseline_fairness.py,test,14959,tracked,2026-07-15,canonical source code,yes,,keep,high
tests/test_small_llm_pairwise_experiment.py,test,2282,tracked,2026-04-05,canonical source code,yes,,keep,high
tests/test_repair_selector_mining.py,test,3059,tracked,2026-07-14,canonical source code,yes,,keep,high
tests/test_greedy_fas.py,test,2434,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_generate_manuscript_tables_and_figures.py,test,10277,tracked,2026-07-28,canonical source code,yes,,keep,high
tests/test_cli_validation.py,test,2920,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_offline_active_acquisition.py,test,11902,tracked,2026-07-28,canonical source code,yes,,keep,high
tests/test_reliability_repair.py,test,6703,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_evaluation.py,test,4919,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_generate_q1_tables.py,test,11592,tracked,2026-03-22,canonical source code,yes,,keep,high
tests/test_pool_cutoff_evaluation.py,test,7178,tracked,2026-07-15,canonical source code,yes,,keep,high
tests/test_bootstrap_method_deltas.py,test,1387,tracked,2026-03-20,canonical source code,yes,,keep,high
tests/test_counterfactual_benchmark_integration.py,test,6424,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_azure_multifactor_repair.py,test,10791,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_normalization_protocols.py,test,18944,tracked,2026-07-14,canonical source code,yes,,keep,high
tests/test_data_registry.py,test,2546,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_regularized_aggregation.py,test,8066,tracked,2026-07-28,canonical source code,yes,,keep,high
tests/test_run_synthetic_variants.py,test,798,tracked,2026-03-21,canonical source code,yes,,keep,high
tests/test_outcome_bcd_experiment_drivers.py,test,7224,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_qrels_reference.py,test,3585,tracked,2026-07-15,canonical source code,yes,,keep,high
tests/test_repair_diagnostic.py,test,13082,untracked,n/a (untracked),canonical source code,yes,,keep,high
tests/test_dag_linear_extensions.py,test,11727,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_adaptive_acquisition.py,test,19153,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_data_schema.py,test,3790,tracked,2026-03-20,canonical source code,yes,,keep,high
tests/test_metric_aware_first_experiment.py,test,3476,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_counterfactual_gemini_normalization.py,test,8897,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_run_bootstrap.py,test,5556,tracked,2026-03-21,canonical source code,yes,,keep,high
tests/test_repair_frontier.py,test,11704,untracked,n/a (untracked),canonical source code,yes,,keep,high
tests/test_hardening.py,test,11443,tracked,2026-03-22,canonical source code,yes,,keep,high
tests/test_prior_robust.py,test,14225,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_task3_ranker_dependence.py,test,16114,tracked,2026-07-15,canonical source code,yes,,keep,high
tests/test_repository_scale_headroom_analysis.py,test,4336,tracked,2026-07-28,canonical source code,yes,,keep,high
tests/test_counterfactual_cohere_native_v2.py,test,23941,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_production_operating_point.py,test,19554,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_oracle_headroom.py,test,14147,tracked,2026-07-28,canonical source code,yes,,keep,high
tests/test_bright_loader.py,test,5600,tracked,2026-03-20,canonical source code,yes,,keep,high
tests/test_counterfactual_benchmark_rendering.py,test,9251,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/__init__.py,test,16,tracked,2026-03-20,canonical source code,yes,,keep,high
tests/test_output_directory_isolation.py,test,4986,tracked,2026-03-21,canonical source code,yes,,keep,high
tests/test_real_query_policy_replay.py,test,6665,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_multi_provider_eval.py,test,8486,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_stopping_rule_pilot_analysis.py,test,6594,tracked,2026-07-28,canonical source code,yes,,keep,high
tests/test_counterfactual_benchmark_collector.py,test,32951,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_candidate_pool_policies.py,test,8176,tracked,2026-07-14,canonical source code,yes,,keep,high
tests/test_extraction_study.py,test,9569,untracked,n/a (untracked),canonical source code,yes,,keep,high
tests/test_counterfactual_pool_v2.py,test,12032,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_data_pairwise.py,test,15582,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_regularized_aggregation_pilot_analysis.py,test,3626,tracked,2026-07-28,canonical source code,yes,,keep,high
tests/test_external_preference_generation.py,test,7257,tracked,2026-03-20,canonical source code,yes,,keep,high
tests/test_generate_paper_tables.py,test,5079,tracked,2026-03-22,canonical source code,yes,,keep,high
tests/test_dag_ambiguity_and_soft_ranking.py,test,4043,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_multifactor_acquisition.py,test,1292,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_counterfactual_cohere_schema_projection.py,test,11761,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_policy_selection.py,test,15104,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_counterfactual_versioning.py,test,7481,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_adaptive_repair_policy_experiment.py,test,1271,tracked,2026-04-05,canonical source code,yes,,keep,high
tests/test_metric_aware_repair.py,test,3453,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_real_experiment_modes.py,test,26538,tracked,2026-07-15,canonical source code,yes,,keep,high
tests/test_multifactor_evaluation_contract.py,test,26176,tracked,2026-07-26,canonical source code,yes,,keep,high
tests/test_ir_datasets_export.py,test,2755,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_modern_baselines.py,test,9322,tracked,2026-03-24,canonical source code,yes,,keep,high
tests/test_counterfactual_pilot_freeze.py,test,10393,tracked,2026-07-27,canonical source code,yes,,keep,high
tests/test_timing.py,test,8194,tracked,2026-03-20,canonical source code,yes,,keep,high
tests/test_exact_mwfas_scip.py,test,10137,tracked,2026-07-14,canonical source code,yes,,keep,high
tests/test_cycle_detection.py,test,3494,tracked,2026-03-20,canonical source code,yes,,keep,high
tests/test_mwfas_solver.py,test,3165,tracked,2026-07-14,canonical source code,yes,,keep,high
tests/test_baseline_ranking.py,test,26394,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/test_statistical_inference.py,test,6732,tracked,2026-07-28,canonical source code,yes,,keep,high
tests/test_conditional_subsets.py,test,9126,tracked,2026-07-15,canonical source code,yes,,keep,high
tests/test_new_baseline_methods.py,test,5545,tracked,2026-07-14,canonical source code,yes,,keep,high
tests/test_hotpotqa_loader.py,test,1692,tracked,2026-04-04,canonical source code,yes,,keep,high
tests/fixtures,directory(aggregate),7393,partially_tracked,2026-07-26,canonical source code,yes,,keep,high
configs/counterfactual_collector_canary_v1.json,config,5785,tracked,2026-07-27,canonical experiment configuration,yes,,keep,high
configs/preserve_repair_experiment_spec_v1.json,config,7933,tracked,2026-07-28,canonical experiment configuration,yes,,keep,high
configs/counterfactual_collector_canary_v2.json,config,6286,tracked,2026-07-27,canonical experiment configuration,yes,,keep,high
configs/multi_provider_repair_pilot_v1.json,config,969,untracked,n/a (untracked),canonical experiment configuration,yes,,keep,high
configs/stopping_rule_pilot_v1.json,config,4809,tracked,2026-07-28,canonical experiment configuration,yes,,keep,high
configs/counterfactual_micro_pilot_v1.json,config,7341,tracked,2026-07-27,canonical experiment configuration,yes,,keep,high
configs/offline_active_acquisition_pilot_v1.json,config,2508,tracked,2026-07-28,canonical experiment configuration,yes,,keep,high
configs/regularized_aggregation_pilot_v1.json,config,3155,tracked,2026-07-28,canonical experiment configuration,yes,,keep,high
configs/counterfactual_micro_pilot_v2.json,config,8242,tracked,2026-07-27,canonical experiment configuration,yes,,keep,high
schemas/counterfactual_pairwise_judgment_v1.json,schema,1059,tracked,2026-07-27,canonical experiment configuration,yes,,keep,medium
prompts/pointwise_relevance.txt,prompt,569,tracked,2026-03-24,canonical experiment configuration,yes,,keep,medium
prompts/counterfactual_pairwise_judge_v1.txt,prompt,1379,tracked,2026-07-27,canonical experiment configuration,yes,,keep,medium
prompts/pairwise_comparison.txt,prompt,282,tracked,2026-03-24,canonical experiment configuration,yes,,keep,medium
prompts/listwise_ranking.txt,prompt,387,tracked,2026-03-24,canonical experiment configuration,yes,,keep,medium
batch/metric_aware/run_scidocs_metric_aware_debug.sbatch,misc,1274,tracked,2026-04-04,unclear and requiring review,unknown,,review,low
notebooks/.gitkeep,notebook,55,tracked,2026-03-20,unclear and requiring review,unknown,,review (check for output-cell secrets/large embedded data),low
figures/fig_cyclicity_and_scc.png,figure,180382,tracked,2026-03-24,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/fig_pipeline.pdf,figure,22782,tracked,2026-07-12,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/fig_graph_qrels_bew_pre_post.svg,figure,42256,tracked,2026-07-12,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/fig_cyclicity_and_scc.png,figure,180382,tracked,2026-03-24,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/fig_mean_ndcg_hybrids.pdf,figure,21876,tracked,2026-07-12,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/fig_graph_qrels_bew_pre_post.pdf,figure,24323,tracked,2026-07-12,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/README.md,figure,371,tracked,2026-03-22,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/fig_mean_ndcg_hybrids.png,figure,168482,tracked,2026-07-12,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/fig_ndcg_copeland_ms1_four_datasets.png,figure,56019,tracked,2026-03-22,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/fig_pipeline.png,figure,219500,tracked,2026-07-12,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
figures/manuscript/fig_graph_qrels_bew_pre_post.png,figure,238284,tracked,2026-07-12,publication-ready figure or table,partial,,keep; confirm which are cited by current manuscript vs. legacy,medium
